payment_id,booking_id,payment_method,amount,amount_quality
PAY1587,B1613,NETBANKING,4590.83,VALID
PAY1588,B1887,UPI,9312.51,VALID
PAY1589,B1717,NETBANKING,1220.3,VALID
PAY1590,B1144,CARD,,INVALID
PAY1591,B1568,NETBANKING,,MISSING
PAY1592,B1594,NETBANKING,1448.88,VALID
PAY1593,B1992,NETBANKING,2164.83,VALID
PAY1594,B1384,NETBANKING,5107.55,VALID
PAY1595,B1268,CARD,13289.27,VALID
PAY1596,B1922,CARD,11708.41,VALID
PAY1597,B1453,CARD,1310.19,VALID
PAY1598,B1698,NETBANKING,8023.98,VALID
PAY1599,B1517,CARD,,MISSING
PAY1600,B1864,UPI,10081.04,VALID
PAY1601,B1349,CARD,11101.75,VALID
PAY1602,B1109,NETBANKING,13080.08,VALID
PAY1603,B1482,UPI,7655.83,VALID
PAY1604,B1406,NETBANKING,14922.3,VALID
PAY1605,B1649,UPI,14719.81,VALID
PAY1606,B1050,NETBANKING,13350.33,VALID
PAY1607,B1402,NETBANKING,9048.17,VALID
PAY1608,B1562,UPI,6572.09,VALID
PAY1609,B1475,CARD,6101.41,VALID
PAY1610,B1086,UPI,1169.75,VALID
PAY1611,B1067,UPI,4488.44,VALID
PAY1612,B1595,UPI,11063.32,VALID
PAY1613,B1978,UPI,9450.85,VALID
PAY1614,B1041,UPI,13829.91,VALID
PAY1615,B1730,NETBANKING,,MISSING
PAY1616,B1056,NETBANKING,3173.87,VALID
PAY1617,B1737,CARD,12049.41,VALID
PAY1618,B1195,CARD,6019.11,VALID
PAY1619,B1759,UPI,2656.83,VALID
PAY1620,B1677,CARD,14950.31,VALID
PAY1621,B1061,CARD,12021.5,VALID
PAY1622,B1262,UPI,6722.37,VALID
PAY1623,B1111,NETBANKING,,MISSING
PAY1624,B1764,NETBANKING,10528.45,VALID
PAY1625,B1710,CARD,12059.65,VALID
PAY1626,B1177,NETBANKING,12412.89,VALID
PAY1627,B1947,NETBANKING,2186.2,VALID
PAY1628,B1025,CARD,9721.62,VALID
PAY1629,B1409,UPI,1095.0,VALID
PAY1630,B1757,CARD,1608.39,VALID
PAY1631,B1530,CARD,13655.72,VALID
PAY1632,B1776,CARD,8385.89,VALID
PAY1633,B1316,UPI,11302.63,VALID
PAY1634,B1531,UPI,12739.01,VALID
PAY1635,B1105,UPI,14294.21,VALID
PAY1636,B1748,UPI,13170.94,VALID
PAY1637,B1817,CARD,7766.36,VALID
PAY1638,B1463,NETBANKING,5703.58,VALID
PAY1639,B1245,CARD,3162.91,VALID
PAY1640,B1080,UPI,6604.5,VALID
PAY1641,B1661,NETBANKING,6130.91,VALID
PAY1642,B1908,CARD,8834.05,VALID
PAY1643,B1395,NETBANKING,10317.13,VALID
PAY1644,B1521,UPI,,MISSING
PAY1645,B1832,NETBANKING,11197.41,VALID
PAY1646,B1735,NETBANKING,10012.48,VALID
PAY1647,B1925,UPI,5691.29,VALID
PAY1648,B1263,NETBANKING,1483.05,VALID
PAY1649,B1660,CARD,5033.75,VALID
PAY1650,B1789,NETBANKING,11758.27,VALID
PAY1651,B1273,CARD,3873.81,VALID
PAY1652,B1705,NETBANKING,10970.63,VALID
PAY1653,B1943,NETBANKING,9116.92,VALID
PAY1654,B1171,UPI,3406.0,VALID
PAY1655,B1264,UPI,4662.75,VALID
PAY1656,B1962,CARD,7948.25,VALID
PAY1657,B1821,UPI,,MISSING
PAY1658,B1025,UPI,11899.89,VALID
PAY1659,B1468,UPI,11281.66,VALID
PAY1660,B1861,UPI,9044.04,VALID
PAY1661,B1475,UPI,12511.85,VALID
PAY1662,B1355,CARD,8877.37,VALID
PAY1663,B1025,CARD,14501.45,VALID
PAY1664,B1033,UPI,,MISSING
PAY1665,B1263,UPI,10997.85,VALID
PAY1666,B1137,CARD,6179.22,VALID
PAY1667,B1815,NETBANKING,4905.53,VALID
PAY1668,B1694,CARD,3525.42,VALID
PAY1669,B1874,NETBANKING,8735.05,VALID
PAY1670,B1753,UPI,4016.57,VALID
PAY1671,B1565,UPI,3804.91,VALID
PAY1672,B1461,CARD,14867.45,VALID
PAY1673,B1167,UPI,12224.46,VALID
PAY1674,B1630,NETBANKING,11475.88,VALID
PAY1675,B1654,NETBANKING,12116.85,VALID
PAY1676,B1080,CARD,14564.92,VALID
PAY1677,B1756,NETBANKING,,INVALID
PAY1678,B1913,CARD,4083.41,VALID
PAY1679,B1863,CARD,13070.93,VALID
PAY1680,B1869,NETBANKING,11398.23,VALID
PAY1681,B1406,NETBANKING,6800.32,VALID
PAY1682,B1573,NETBANKING,7629.97,VALID
PAY1683,B1045,NETBANKING,,INVALID
PAY1684,B1598,NETBANKING,14019.19,VALID
PAY1685,B1610,NETBANKING,5809.44,VALID
PAY1686,B1806,NETBANKING,14488.78,VALID
PAY1687,B1910,UPI,13743.8,VALID
PAY1688,B1052,CARD,9827.3,VALID
PAY1689,B1983,CARD,9117.5,VALID
PAY1690,B1703,NETBANKING,6181.25,VALID
PAY1691,B1958,CARD,1256.74,VALID
PAY1692,B1475,NETBANKING,2786.72,VALID
PAY1693,B1591,UPI,11559.24,VALID
PAY1694,B1015,CARD,7601.56,VALID
PAY1695,B1359,CARD,3097.73,VALID
PAY1696,B1486,UPI,4695.45,VALID
PAY1697,B1837,UPI,14269.72,VALID
PAY1698,B1705,UPI,6139.86,VALID
PAY1699,B1501,CARD,13707.55,VALID
PAY1700,B1140,CARD,,INVALID
PAY1701,B1619,UPI,8605.08,VALID
PAY1702,B1814,UPI,1286.68,VALID
PAY1703,B1776,UPI,8306.25,VALID
PAY1704,B1446,UPI,,MISSING
PAY1705,B1289,UPI,,MISSING
PAY1706,B1208,NETBANKING,9105.12,VALID
PAY1707,B1474,UPI,10060.35,VALID
PAY1708,B1412,NETBANKING,10616.41,VALID
PAY1709,B1676,CARD,11869.65,VALID
PAY1710,B1426,CARD,,MISSING
PAY1711,B1853,NETBANKING,8948.88,VALID
PAY1712,B1370,UPI,14742.11,VALID
PAY1713,B1831,CARD,13574.02,VALID
PAY1714,B1663,UPI,14337.32,VALID
PAY1715,B1966,UPI,6405.91,VALID
PAY1716,B1289,NETBANKING,12016.99,VALID
PAY1717,B1431,CARD,9678.57,VALID
PAY1718,B1267,CARD,2158.29,VALID
PAY1719,B1150,NETBANKING,12535.73,VALID
PAY1720,B1718,UPI,10479.42,VALID
PAY1721,B1254,UPI,,MISSING
PAY1722,B1352,CARD,2116.34,VALID
PAY1723,B1376,NETBANKING,12718.31,VALID
PAY1724,B1652,NETBANKING,2104.63,VALID
PAY1725,B1854,UPI,2278.95,VALID
PAY1726,B1357,UPI,6983.72,VALID
PAY1727,B1607,NETBANKING,2887.17,VALID
PAY1728,B1940,CARD,13791.37,VALID
PAY1729,B1369,UPI,7583.98,VALID
PAY1730,B1226,NETBANKING,8968.11,VALID
PAY1731,B1704,NETBANKING,13993.49,VALID
PAY1732,B1302,NETBANKING,8423.69,VALID
PAY1733,B1825,CARD,5950.28,VALID
PAY1734,B1388,UPI,12160.17,VALID
PAY1735,B1376,UPI,7199.9,VALID
PAY1736,B1972,UPI,5458.57,VALID
PAY1737,B1117,CARD,11125.21,VALID
PAY1738,B1004,UPI,12222.48,VALID
PAY1739,B1443,UPI,,INVALID
PAY1740,B1351,UPI,14687.44,VALID
PAY1741,B1754,UPI,12013.34,VALID
PAY1742,B1532,CARD,,MISSING
PAY1743,B1663,NETBANKING,13004.79,VALID
PAY1744,B1639,NETBANKING,1002.59,VALID
PAY1745,B1123,UPI,6074.04,VALID
PAY1746,B1657,UPI,11326.44,VALID
PAY1747,B1276,UPI,9396.07,VALID
PAY1748,B1821,CARD,,MISSING
PAY1749,B1393,UPI,5252.26,VALID
PAY1750,B1663,CARD,5715.1,VALID
PAY1751,B1359,UPI,8949.59,VALID
PAY1752,B1622,UPI,12642.38,VALID
PAY1753,B1468,NETBANKING,14054.88,VALID
PAY1754,B1984,UPI,11501.29,VALID
PAY1755,B1627,CARD,12801.31,VALID
PAY1756,B1699,NETBANKING,,INVALID
PAY1757,B1056,CARD,,MISSING
PAY1758,B1250,NETBANKING,6497.92,VALID
PAY1759,B1895,CARD,9624.54,VALID
PAY1760,B1918,NETBANKING,2739.31,VALID
PAY1761,B1149,CARD,9112.92,VALID
PAY1762,B1451,CARD,10311.86,VALID
PAY1763,B1161,UPI,7144.72,VALID
PAY1764,B1119,NETBANKING,14344.34,VALID
PAY1765,B1581,NETBANKING,9514.99,VALID
PAY1766,B1923,UPI,,MISSING
PAY1767,B1350,CARD,7709.03,VALID
PAY1768,B1098,CARD,10455.66,VALID
PAY1769,B1166,NETBANKING,5530.81,VALID
PAY1770,B1809,CARD,2114.98,VALID
PAY1771,B1662,NETBANKING,9168.1,VALID
PAY1772,B1837,NETBANKING,14270.18,VALID
PAY1773,B1975,CARD,7791.01,VALID
PAY1774,B1513,CARD,13685.53,VALID
PAY1775,B1663,CARD,12690.33,VALID
PAY1776,B1400,UPI,3063.78,VALID
PAY1777,B1364,NETBANKING,10914.38,VALID
PAY1778,B1576,CARD,,INVALID
PAY1779,B1325,UPI,4503.45,VALID
PAY1780,B1580,CARD,10617.14,VALID
PAY1781,B1632,NETBANKING,11397.25,VALID
PAY1782,B1620,UPI,3518.55,VALID
PAY1783,B1827,NETBANKING,13802.23,VALID
PAY1784,B1246,CARD,11516.06,VALID
PAY1785,B1433,CARD,14067.26,VALID
PAY1786,B1092,CARD,5439.03,VALID
PAY1787,B1267,UPI,14150.69,VALID
PAY1788,B1614,UPI,6159.25,VALID
PAY1789,B1942,UPI,1755.58,VALID
PAY1790,B1962,UPI,11681.57,VALID
PAY1791,B1623,CARD,10849.11,VALID
PAY1792,B1320,CARD,9370.75,VALID
PAY1793,B1922,CARD,7858.51,VALID
PAY1794,B1815,UPI,1450.31,VALID
PAY1795,B1855,UPI,9744.36,VALID
PAY1796,B1061,CARD,6835.68,VALID
PAY1797,B1299,CARD,8842.93,VALID
PAY1798,B1402,UPI,7010.5,VALID
PAY1799,B1954,NETBANKING,14524.79,VALID
PAY1800,B1647,CARD,9457.52,VALID
PAY1801,B1566,CARD,11489.31,VALID
PAY1802,B1619,CARD,14108.86,VALID
PAY1803,B1302,UPI,9282.39,VALID
PAY1804,B1769,CARD,1168.88,VALID
PAY1805,B1252,CARD,1480.08,VALID
PAY1806,B1733,CARD,10832.74,VALID
PAY1807,B1477,CARD,4907.19,VALID
PAY1808,B1368,CARD,9111.32,VALID
PAY1809,B1678,NETBANKING,3831.88,VALID
PAY1810,B1940,NETBANKING,4783.48,VALID
PAY1811,B1159,CARD,8064.97,VALID
PAY1812,B1960,CARD,14657.97,VALID
PAY1813,B1165,CARD,9627.79,VALID
PAY1814,B1204,CARD,14106.07,VALID
PAY1815,B1266,UPI,14431.32,VALID
PAY1816,B1137,UPI,3913.54,VALID
PAY1817,B1367,UPI,,INVALID
PAY1818,B1442,NETBANKING,11779.89,VALID
PAY1819,B1857,CARD,13134.7,VALID
PAY1820,B1759,UPI,8269.17,VALID
PAY1821,B1566,CARD,14905.16,VALID
PAY1822,B1915,CARD,1162.01,VALID
PAY1823,B1720,NETBANKING,5194.3,VALID
PAY1824,B1016,NETBANKING,9724.26,VALID
PAY1825,B1067,UPI,7570.06,VALID
PAY1826,B1132,UPI,2632.44,VALID
PAY1827,B1699,NETBANKING,6149.02,VALID
PAY1828,B1918,NETBANKING,1356.26,VALID
PAY1829,B1429,CARD,9998.44,VALID
PAY1830,B1307,CARD,13498.4,VALID
PAY1831,B1649,UPI,13388.24,VALID
PAY1832,B1173,UPI,,INVALID
PAY1833,B1411,NETBANKING,7520.78,VALID
PAY1834,B1096,UPI,8168.44,VALID
PAY1835,B1682,CARD,2916.86,VALID
PAY1836,B1153,NETBANKING,5774.24,VALID
PAY1837,B1694,CARD,3628.19,VALID
PAY1838,B1241,NETBANKING,,MISSING
PAY1839,B1303,NETBANKING,13806.55,VALID
PAY1840,B1284,CARD,8516.93,VALID
PAY1841,B1026,UPI,11188.7,VALID
PAY1842,B1401,UPI,2700.51,VALID
PAY1843,B1359,UPI,9519.49,VALID
PAY1844,B1059,UPI,10839.07,VALID
PAY1845,B1201,CARD,7338.75,VALID
PAY1846,B1761,NETBANKING,4405.82,VALID
PAY1847,B1873,CARD,13283.24,VALID
PAY1848,B1580,UPI,11400.72,VALID
PAY1849,B1969,UPI,13598.0,VALID
PAY1850,B1369,CARD,,INVALID
PAY1851,B1532,NETBANKING,14865.24,VALID
PAY1852,B1151,CARD,,INVALID
PAY1853,B1101,CARD,2214.47,VALID
PAY1854,B1898,CARD,5718.04,VALID
PAY1855,B1999,NETBANKING,2806.06,VALID
PAY1856,B1606,CARD,8323.82,VALID
PAY1857,B1445,CARD,9862.4,VALID
PAY1858,B1872,UPI,9096.04,VALID
PAY1859,B1228,CARD,4629.36,VALID
PAY1860,B1124,UPI,13723.54,VALID
PAY1861,B1769,UPI,1296.41,VALID
PAY1862,B1833,UPI,5872.19,VALID
PAY1863,B1998,NETBANKING,11065.89,VALID
PAY1864,B1880,UPI,11737.0,VALID
PAY1865,B1937,CARD,6825.66,VALID
PAY1866,B1235,CARD,1236.74,VALID
PAY1867,B1161,UPI,9652.61,VALID
PAY1868,B1553,UPI,1883.33,VALID
PAY1869,B1787,CARD,2509.98,VALID
PAY1870,B1352,UPI,10103.51,VALID
PAY1871,B1067,NETBANKING,5374.84,VALID
PAY1872,B1172,UPI,5872.42,VALID
PAY1873,B1842,NETBANKING,7815.3,VALID
PAY1874,B1636,NETBANKING,14700.1,VALID
PAY1875,B1681,NETBANKING,14516.19,VALID
PAY1876,B1558,UPI,6827.65,VALID
PAY1877,B1260,NETBANKING,4716.99,VALID
PAY1878,B1216,NETBANKING,5236.29,VALID
PAY1879,B1816,UPI,4762.94,VALID
PAY1880,B1123,NETBANKING,8451.44,VALID
PAY1881,B1804,UPI,9496.04,VALID
PAY1882,B1161,CARD,7842.91,VALID
PAY1883,B1200,NETBANKING,6711.92,VALID
PAY1884,B1453,UPI,3957.99,VALID
PAY1885,B1401,CARD,7755.08,VALID
PAY1886,B1461,NETBANKING,5775.44,VALID
PAY1887,B1274,NETBANKING,8582.34,VALID
PAY1888,B1205,UPI,10452.65,VALID
PAY1889,B1039,CARD,9866.37,VALID
PAY1890,B1272,UPI,,MISSING
PAY1891,B1699,NETBANKING,8784.73,VALID
PAY1892,B1866,NETBANKING,4987.99,VALID
PAY1893,B1092,NETBANKING,1339.36,VALID
PAY1894,B1041,NETBANKING,9750.27,VALID
PAY1895,B1464,CARD,4535.96,VALID
PAY1896,B1378,CARD,10365.35,VALID
PAY1897,B1106,UPI,,INVALID
PAY1898,B1327,UPI,13822.99,VALID
PAY1899,B1064,UPI,14413.72,VALID
PAY1900,B1364,NETBANKING,1147.36,VALID
PAY1901,B1820,UPI,14865.24,VALID
PAY1902,B1483,CARD,10562.26,VALID
PAY1903,B1646,UPI,10009.34,VALID
PAY1904,B1900,UPI,1212.98,VALID
PAY1905,B1023,CARD,13057.27,VALID
PAY1906,B1539,CARD,3036.88,VALID
PAY1907,B1061,NETBANKING,12722.62,VALID
PAY1908,B1490,CARD,1217.88,VALID
PAY1909,B1272,CARD,10043.5,VALID
PAY1910,B1228,UPI,7087.22,VALID
PAY1911,B1019,CARD,3810.73,VALID
PAY1912,B1002,NETBANKING,2505.86,VALID
PAY1913,B1420,UPI,7161.79,VALID
PAY1914,B1729,NETBANKING,2726.28,VALID
PAY1915,B1910,CARD,7810.25,VALID
PAY1916,B1306,NETBANKING,9753.04,VALID
PAY1917,B1431,NETBANKING,12583.38,VALID
PAY1918,B1135,CARD,10501.09,VALID
PAY1919,B1908,CARD,1912.8,VALID
PAY1920,B1943,UPI,5304.06,VALID
PAY1921,B1514,UPI,,MISSING
PAY1922,B1192,UPI,,MISSING
PAY1923,B1584,CARD,13148.95,VALID
PAY1924,B1414,NETBANKING,6182.07,VALID
PAY1925,B1872,NETBANKING,,MISSING
PAY1926,B1117,UPI,13517.5,VALID
PAY1927,B1665,UPI,13434.66,VALID
PAY1928,B1208,CARD,12966.45,VALID
PAY1929,B1951,NETBANKING,12831.14,VALID
PAY1930,B1033,UPI,7723.56,VALID
PAY1931,B1648,CARD,3484.04,VALID
PAY1932,B1317,UPI,7684.83,VALID
PAY1933,B1119,CARD,7924.37,VALID
PAY1934,B1626,NETBANKING,7859.04,VALID
PAY1935,B1524,CARD,8542.82,VALID
PAY1936,B1580,UPI,4607.2,VALID
PAY1937,B1936,UPI,6127.38,VALID
PAY1938,B1844,NETBANKING,7078.61,VALID
PAY1939,B1768,NETBANKING,2835.7,VALID
PAY1940,B1088,UPI,7375.1,VALID
PAY1941,B1511,UPI,12346.57,VALID
PAY1942,B1046,UPI,12592.83,VALID
PAY1943,B1771,NETBANKING,6761.89,VALID
PAY1944,B1739,UPI,8263.32,VALID
PAY1945,B1958,NETBANKING,1471.1,VALID
PAY1946,B1691,UPI,10442.06,VALID
PAY1947,B1521,CARD,6664.48,VALID
PAY1948,B1283,CARD,7236.69,VALID
PAY1949,B1376,UPI,,MISSING
PAY1950,B1637,CARD,7465.68,VALID
PAY1951,B1133,NETBANKING,1296.69,VALID
PAY1952,B1666,CARD,4184.87,VALID
PAY1953,B1247,CARD,7658.69,VALID
PAY1954,B1651,NETBANKING,6941.55,VALID
PAY1955,B1317,CARD,13045.18,VALID
PAY1956,B1435,CARD,8589.93,VALID
PAY1957,B1175,UPI,10654.9,VALID
PAY1958,B1834,NETBANKING,7570.53,VALID
PAY1959,B1685,NETBANKING,7155.18,VALID
PAY1960,B1992,UPI,7248.01,VALID
PAY1961,B1585,UPI,,MISSING
PAY1962,B1350,CARD,8540.17,VALID
PAY1963,B1142,CARD,4506.21,VALID
PAY1964,B1966,CARD,13474.77,VALID
PAY1965,B1803,UPI,5663.2,VALID
PAY1966,B1397,NETBANKING,3065.33,VALID
PAY1967,B1623,CARD,2351.71,VALID
PAY1968,B1717,UPI,1187.92,VALID
PAY1969,B1642,NETBANKING,6919.99,VALID
PAY1970,B1368,UPI,3626.55,VALID
PAY1971,B1500,CARD,1303.07,VALID
PAY1972,B1621,UPI,8280.27,VALID
PAY1973,B1369,UPI,10519.7,VALID
PAY1974,B1578,UPI,2200.51,VALID
PAY1975,B1381,UPI,7452.89,VALID
PAY1976,B1085,NETBANKING,11410.8,VALID
PAY1977,B1786,CARD,14801.3,VALID
PAY1978,B1738,NETBANKING,10340.66,VALID
PAY1979,B1459,UPI,4427.75,VALID
PAY1980,B1949,UPI,11031.75,VALID
PAY1981,B1324,CARD,,INVALID
PAY1982,B1521,CARD,3965.19,VALID
PAY1983,B1488,NETBANKING,12915.55,VALID
PAY1984,B1928,NETBANKING,6983.66,VALID
PAY1985,B1396,CARD,14467.69,VALID
PAY1986,B1895,NETBANKING,11120.61,VALID
PAY1987,B1354,UPI,10023.88,VALID
PAY1988,B1946,UPI,11196.94,VALID
PAY1989,B1287,CARD,7693.36,VALID
PAY1990,B1458,NETBANKING,8073.17,VALID
PAY1991,B1623,UPI,12916.9,VALID
PAY1992,B1997,CARD,,MISSING
PAY1993,B1535,NETBANKING,13561.41,VALID
PAY1994,B1290,UPI,13471.57,VALID
PAY1995,B1850,NETBANKING,14670.86,VALID
PAY1996,B1837,NETBANKING,10803.01,VALID
PAY1997,B1167,NETBANKING,8032.22,VALID
PAY1998,B1949,CARD,3328.36,VALID
PAY1999,B1620,UPI,10875.33,VALID
